,S3AQ2A1,CHECK321,S3AQ51,S3AQ10D,S3AQ10GR
39840, ,, , , 
39841,16,1.0,17, , 
39842,22,1.0, , , 
39843,13,1.0,15, , 
39844,16,1.0,22,49,50
39845,18,1.0,30, , 
39846, ,, , , 
39847,17,1.0,17, , 
39848, ,, , , 
39849, ,, , , 
39850, ,, , , 
39851, ,, , , 
39852, ,, , , 
39853,15,1.0,16, , 
39854, ,, , , 
39855, ,, , , 
39856, ,, , , 
39857,14,1.0,19, , 
39858,18,1.0,18,21,22
39859,7,1.0,8, , 
39860, ,, , , 
39861, ,, , , 
39862,14,2.0,14, , 
39863, ,, , , 
39864,9,1.0,9,35,35
39865, ,, , , 
39866,22,1.0,23,24,24
39867, ,, , , 
39868, ,, , , 
39869,21,1.0,25, , 
39870,19,1.0,19,19,19
39871, ,, , , 
39872, ,, , , 
39873, ,, , , 
39874, ,, , , 
39875,16,2.0,16, , 
39876,22,1.0,28,46,47
39877, ,, , , 
39878,12,2.0,12, , 
39879, ,, , , 
39880, ,, , , 
39881, ,, , , 
39882, ,, , , 
39883, ,, , , 
39884,12,1.0,13,61,62
39885,12,1.0, , , 
39886, ,, , , 
39887,20,1.0,25, , 
39888, ,, , , 
39889,17,2.0, , , 
39890,22,1.0,23,39,40
39891,16,2.0,18,20,20
39892, ,, , , 
39893, ,, , , 
39894, ,, , , 
39895, ,, , , 
39896, ,, , , 
39897, ,, , , 
39898, ,, , , 
39899,24,1.0,24,27,27
39900,28,1.0,30,30,30
39901, ,, , , 
39902,17,1.0,19, , 
39903, ,, , , 
39904, ,, , , 
39905, ,, , , 
39906,16,1.0,17,31,32
39907,15,2.0,23, , 
39908, ,, , , 
39909, ,, , , 
39910, ,, , , 
39911,18,1.0,19, , 
39912,18,1.0,20, , 
39913, ,, , , 
39914, ,, , , 
39915,14,1.0,18,36,48
39916,99,1.0, , , 
39917, ,, , , 
39918, ,, , , 
39919, ,, , , 
39920, ,, , , 
39921,13,1.0,20, , 
39922,18,1.0,18,26,27
39923,18,1.0,18, , 
39924, ,, , , 
39925,21,2.0, , , 
39926, ,, , , 
39927,19,1.0,19, , 
39928,15,1.0,18, , 
39929,11,1.0, , , 
39930, ,, , , 
39931,15,2.0, , , 
39932, ,, , , 
39933, ,, , , 
39934,21,2.0,21, , 
39935, ,, , , 
39936, ,, , , 
39937,14,2.0,14, , 
39938, ,, , , 
39939, ,, , , 
39940, ,, , , 
39941, ,, , , 
39942, ,, , , 
39943, ,, , , 
39944,16,2.0,16, , 
39945,20,2.0,20, , 
39946, ,, , , 
39947,12,2.0, , , 
39948, ,, , , 
39949, ,, ,43,43
39950, ,, , , 
39951,20,2.0,21, , 
39952, ,, , , 
39953, ,, , , 
39954, ,, , , 
39955,16,1.0, , , 
39956, ,, , , 
39957,17,1.0,19, , 
39958, ,, , , 
39959, ,, , , 
39960,12,2.0,12, , 
39961, ,, , , 
39962,20,2.0,20, , 
39963,12,2.0,12, , 
39964, ,, , , 
39965, ,, , , 
39966, ,, , , 
39967, ,, , , 
39968, ,, , , 
39969, ,, , , 
39970, ,, , , 
39971,18,1.0,18, , 
39972, ,, , , 
39973, ,, , , 
39974, ,, , , 
39975, ,, , , 
39976, ,, , , 
39977, ,, , , 
39978, ,, , , 
39979, ,, , , 
39980, ,, , , 
39981, ,, , , 
39982, ,, , , 
39983, ,, , , 
39984,19,1.0,19, , 
39985,21,1.0,22, , 
39986,28,2.0,33, , 
39987, ,, , , 
39988,11,1.0,19, , 
39989, ,, , , 
39990, ,, , , 
39991, ,, , , 
39992,18,2.0,20,24,36
39993,15,1.0,24, , 
39994, ,, , , 
39995, ,, , , 
39996,18,1.0,25, , 
39997, ,, , , 
39998, ,, , , 
39999, ,, , , 
40000, ,, , , 
40001, ,, , , 
40002,15,1.0,16,32,33
40003,20,1.0,22,22,22
40004, ,, , , 
40005, ,, , , 
40006,19,1.0,20, , 
40007, ,, , , 
40008,26,1.0,26,59,60
40009, ,, , , 
40010, ,, , , 
40011, ,, , , 
40012,16,2.0,99, , 
40013, ,, , , 
40014, ,, , , 
40015, ,, , , 
40016, ,, , , 
40017, ,, , , 
40018, ,, , , 
40019,16,2.0,19,20,44
40020, ,, , , 
40021,16,2.0,17, , 
40022,18,1.0,19,22,34
40023, ,, , , 
40024,13,2.0,15, , 
40025, ,, , , 
40026, ,, , , 
40027, ,, , , 
40028,14,2.0,14, , 
40029, ,, , , 
40030,10,1.0,10,12,12
40031, ,, , , 
40032, ,, , , 
40033,13,1.0,20, , 
40034, ,, , , 
40035,18,1.0,21, , 
40036, ,, , , 
40037,22,1.0, , , 
40038, ,, , , 
40039,20,2.0,21,99,99
40040,16,2.0, , , 
40041, ,, , , 
40042, ,, , , 
40043, ,, , , 
40044, ,, , , 
40045, ,, , , 
40046, ,, , , 
40047, ,, , , 
40048, ,, , , 
40049, ,, , , 
40050,99,2.0,21, , 
40051, ,, , , 
40052,16,1.0,21, , 
40053, ,, , , 
40054,19,2.0, , , 
40055,16,1.0,16, , 
40056, ,, , , 
40057,12,2.0,15, , 
40058, ,, , , 
40059, ,, , , 
40060, ,, , , 
40061, ,, , , 
40062,21,1.0,21,33,34
40063,11,2.0,15,19,19
40064,32,1.0,32, , 
40065, ,, , , 
40066, ,, , , 
40067, ,, , , 
40068, ,, , , 
40069, ,, , , 
40070, ,, , , 
40071, ,, , , 
40072, ,, , , 
40073,16,2.0, , , 
40074,16,1.0,35,60,61
40075,5,1.0,10,99,40
40076, ,, , , 
40077, ,, , , 
40078,16,1.0, ,16,16
40079, ,, , , 
40080,27,2.0,27, , 
40081,9,1.0,17, , 
40082, ,, , , 
40083, ,, , , 
40084, ,, , , 
40085, ,, , , 
40086,17,1.0,19, , 
40087,20,2.0,20, , 
40088, ,, , , 
40089, ,, , , 
40090,12,2.0,12, , 
40091,19,2.0,19,20,30
40092,12,2.0,18, , 
40093, ,, , , 
40094, ,, , , 
40095, ,, , , 
40096, ,, , , 
40097, ,, , , 
40098, ,, , , 
40099, ,, , , 
40100, ,, , , 
40101, ,, , , 
40102, ,, , , 
40103, ,, , , 
40104, ,, , , 
40105,18,2.0,19, , 
40106,15,2.0,15, , 
40107, ,, , , 
40108,14,1.0,15, , 
40109, ,, , , 
40110,99,9.0, , , 
40111, ,, , , 
40112, ,, , , 
40113, ,, , , 
40114,28,1.0,28, , 
40115, ,, , , 
40116, ,, , , 
40117, ,, , , 
40118, ,, , , 
40119, ,, , , 
40120, ,, , , 
40121, ,, , , 
40122,15,1.0,18,99,99
40123, ,, , , 
40124, ,, , , 
40125, ,, , , 
40126, ,, , , 
40127, ,, , , 
40128, ,, , , 
40129, ,, , , 
40130,18,1.0,18, , 
40131,13,2.0,16, , 
40132,19,2.0,19, , 
40133, ,, , , 
40134, ,, , , 
40135,19,1.0,20,19,19
40136, ,, , , 
40137, ,, , , 
40138,16,1.0,18,18,19
40139, ,, , , 
40140, ,, , , 
40141, ,, , , 
40142, ,, , , 
40143, ,, , , 
40144, ,, , , 
40145,24,2.0,24, , 
40146, ,, , , 
40147,17,2.0, , , 
40148, ,, , , 
40149, ,, , , 
40150,17,2.0,18, , 
40151, ,, , , 
40152,9,2.0,9,30,35
40153,19,2.0,20, , 
40154, ,, , , 
40155, ,, , , 
40156,17,2.0,22, , 
40157,17,2.0, , , 
40158, ,, , , 
40159, ,, , , 
40160, ,, , , 
40161,18,2.0,19,20,28
40162, ,, , , 
40163, ,, , , 
40164,15,2.0,15, , 
40165,14,1.0,15,55,56
40166, ,, , , 
40167, ,, , , 
40168,17,1.0,18,18,18
40169, ,, , , 
40170, ,, , , 
40171, ,, , , 
40172,17,1.0,19, , 
40173, ,, , , 
40174, ,, , , 
40175,16,2.0, , , 
40176, ,, , , 
40177,16,2.0,19, , 
40178, ,, , , 
40179,20,1.0,22,29,30
40180, ,, , , 
40181, ,, , , 
40182,20,2.0,20, , 
40183,18,2.0, , , 
40184,21,1.0,21, , 
40185, ,, , , 
40186, ,, , , 
40187, ,, , , 
40188,15,1.0,18,52,53
40189,13,2.0,13, , 
40190,15,2.0,99, , 
40191, ,, , , 
40192, ,, , , 
40193, ,, , , 
40194,14,1.0,18,53,53
40195, ,, , , 
40196,15,2.0,20, , 
40197,16,1.0,16,25,25
40198, ,, , , 
40199,14,1.0,16, , 
40200,18,1.0,18,72,73
40201, ,, , , 
40202, ,, , , 
40203, ,, , , 
40204, ,, , , 
40205,21,2.0,30,30,30
40206,13,1.0,13, , 
40207, ,, , , 
40208,17,2.0, , , 
40209, ,, , , 
40210,12,2.0,20, , 
40211, ,, , , 
40212, ,, , , 
40213,10,1.0,13,43,44
40214,16,2.0,18,30,45
40215, ,, , , 
40216, ,, , , 
40217,13,1.0,16, , 
40218, ,, , , 
40219,21,2.0,21, , 
40220, ,, , , 
40221, ,, , , 
40222, ,, , , 
40223, ,, , , 
40224,18,2.0,18, , 
40225, ,, , , 
40226, ,, , , 
40227, ,, , , 
40228, ,, , , 
40229, ,, , , 
40230,18,1.0, , , 
40231,12,1.0,18, , 
40232, ,, , , 
40233,18,1.0,18,47,48
40234, ,, , , 
40235,99,1.0,99, , 
40236, ,, , , 
40237,12,1.0, , , 
40238,15,2.0,99, , 
40239,17,1.0,19,54,55
40240,15,1.0,19, , 
40241, ,, , , 
40242, ,, , , 
40243, ,, , , 
40244, ,, , , 
40245, ,, , , 
40246,23,2.0,25, , 
40247, ,, , , 
40248, ,, , , 
40249,16,2.0,19, , 
40250,18,1.0,30, , 
40251, ,, , , 
40252, ,, , , 
40253, ,, , , 
40254, ,, , , 
40255, ,, , , 
40256,16,2.0,20, , 
40257, ,, , , 
40258, ,, , , 
40259,19,2.0,19, , 
40260,16,2.0, , , 
40261, ,, , , 
40262, ,, , , 
40263, ,, , , 
40264,11,2.0,11, , 
40265, ,, , , 
40266, ,, , , 
40267,16,1.0,22, , 
40268,13,1.0, , , 
40269, ,, , , 
40270,17,2.0, , , 
40271, ,, , , 
40272, ,, , , 
40273, ,, , , 
40274,20,2.0,99, , 
40275, ,, , , 
40276,99,1.0, , , 
40277, ,, , , 
40278, ,, , , 
40279, ,, , , 
40280, ,, , , 
40281, ,, , , 
40282,17,2.0, , , 
40283, ,, , , 
40284,14,1.0,20,25,25
40285, ,, , , 
40286, ,, , , 
40287,13,2.0,13, , 
40288, ,, , , 
40289, ,, , , 
40290, ,, , , 
40291, ,, , , 
40292, ,, , , 
40293, ,, , , 
40294, ,, , , 
40295,13,1.0,13,35,35
40296, ,, , , 
40297,18,1.0, , , 
40298, ,, , , 
40299,14,1.0,14, , 
40300, ,, , , 
40301, ,, , , 
40302,10,1.0,14, , 
40303, ,, , , 
40304, ,, , , 
40305, ,, , , 
40306, ,, , , 
40307,17,1.0, , , 
40308, ,, , , 
40309, ,, , , 
40310, ,, , , 
40311, ,, , , 
40312,18,2.0,18, , 
40313, ,, , , 
40314, ,, , , 
40315, ,, , , 
40316,19,2.0, , , 
40317, ,, , , 
40318, ,, , , 
40319, ,, , , 
40320, ,, , , 
40321,18,2.0,18, , 
40322, ,, , , 
40323, ,, , , 
40324, ,, , , 
40325, ,, , , 
40326,15,2.0,17, , 
40327,18,2.0, , , 
40328, ,, , , 
40329, ,, , , 
40330,15,1.0,31, , 
40331,99,1.0,99, , 
40332,25,1.0,25,28,29
40333,16,1.0,21, , 
40334, ,, , , 
40335, ,, , , 
40336, ,, , , 
40337, ,, , , 
40338,14,2.0,17, , 
40339, ,, , , 
40340, ,, , , 
40341, ,, , , 
40342, ,, , , 
40343,16,2.0,17,20,20
40344, ,, , , 
40345, ,, , , 
40346, ,, , , 
40347,15,1.0,16,18,18
40348,18,2.0,18, , 
40349, ,, , , 
40350, ,, , , 
40351, ,, , , 
40352,14,1.0,16, , 
40353,19,2.0, , , 
40354, ,, , , 
40355, ,, , , 
40356, ,, , , 
40357, ,, , , 
40358,14,1.0,23,63,64
40359, ,, , , 
40360,36,1.0,36,64,65
40361, ,, , , 
40362, ,, , , 
40363, ,, , , 
40364,17,1.0,17, , 
40365, ,, , , 
40366,25,2.0,25, , 
40367, ,, , , 
40368, ,, , , 
40369,15,1.0,17,30,99
40370, ,, , , 
40371,18,1.0,23,23,23
40372,6,2.0,16, , 
40373, ,, , , 
40374,16,2.0,19, , 
40375, ,, , , 
40376, ,, , , 
40377, ,, , , 
40378,16,2.0,16, , 
40379, ,, , , 
40380, ,, , , 
40381, ,, , , 
40382,10,2.0,16, , 
40383, ,, , , 
40384, ,, , , 
40385, ,, , , 
40386,7,2.0,8, , 
40387,12,1.0,15,35,35
40388, ,, , , 
40389, ,, , , 
40390, ,, , , 
40391, ,, , , 
40392, ,, , , 
40393, ,, , , 
40394,15,2.0,24,24,24
40395,99,1.0,20,83,84
40396,9,2.0,9, , 
40397, ,, , , 
40398, ,, , , 
40399,15,1.0,20, , 
40400,19,1.0,20,63,64
40401, ,, , , 
40402, ,, , , 
40403, ,, , , 
40404, ,, , , 
40405, ,, , , 
40406, ,, , , 
40407, ,, , , 
40408, ,, , , 
40409, ,, , , 
40410,17,1.0,18, , 
40411, ,, , , 
40412, ,, , , 
40413, ,, , , 
40414,35,2.0,35, , 
40415, ,, , , 
40416, ,, , , 
40417, ,, , , 
40418, ,, , , 
40419, ,, , , 
40420,17,2.0,17, , 
40421, ,, , , 
40422,16,1.0, , , 
40423, ,, , , 
40424, ,, , , 
40425,19,2.0,20, , 
40426,22,1.0,22,35,35
40427, ,, , , 
40428, ,, , , 
40429, ,, , , 
40430,16,1.0,16, , 
40431, ,, , , 
40432, ,, , , 
40433, ,, , , 
40434,16,1.0,16, , 
40435,13,2.0,13, , 
40436, ,, , , 
40437, ,, , , 
40438, ,, , , 
40439, ,, , , 
40440, ,, , , 
40441, ,, , , 
40442, ,, , , 
40443, ,, , , 
40444,13,2.0,14,15,21
40445, ,, , , 
40446,24,1.0,24,31,32
40447, ,, , , 
40448,13,2.0, , , 
40449,18,1.0,26, , 
40450, ,, , , 
40451, ,, , , 
40452, ,, , , 
40453, ,, , , 
40454,17,1.0,17, , 
40455, ,, , , 
40456, ,, , , 
40457, ,, , , 
40458, ,, , , 
40459, ,, , , 
40460, ,, , , 
40461, ,, , , 
40462, ,, , , 
40463, ,, , , 
40464, ,, , , 
40465, ,, , , 
40466, ,, , , 
40467, ,, , , 
40468,12,1.0,16, , 
40469, ,, , , 
40470, ,, , , 
40471,19,1.0, , , 
40472,20,1.0, , , 
40473, ,, , , 
40474, ,, , , 
40475, ,, , , 
40476,16,2.0,47, , 
40477, ,, , , 
40478,15,2.0,15, , 
40479, ,, , , 
40480,33,1.0, , , 
40481, ,, , , 
40482,18,2.0,19,23,23
40483,14,2.0,14,18,18
40484,14,2.0,14, , 
40485, ,, , , 
40486,12,1.0,14,30,32
40487, ,, , , 
40488,13,2.0, , , 
40489, ,, , , 
40490, ,, , , 
40491, ,, , , 
40492, ,, , , 
40493,20,1.0, , , 
40494, ,, , , 
40495,7,2.0,7, , 
40496, ,, , , 
40497,21,2.0,21, , 
40498,18,2.0,20, , 
40499,18,2.0,18, , 
40500, ,, , , 
40501,18,2.0,18, , 
40502,23,1.0,25, , 
40503, ,, , , 
40504, ,, , , 
40505, ,, , , 
40506,14,1.0,23,41,42
40507,13,1.0,20, , 
40508,19,2.0,19, , 
40509, ,, , , 
40510,13,1.0,17,17,17
40511, ,, , , 
40512,18,1.0,19,19,19
40513, ,, , , 
40514,12,1.0,16, , 
40515,17,1.0,18,29,30
40516,15,2.0,15, , 
40517, ,, , , 
40518,20,2.0,20, , 
40519, ,, , , 
40520,17,2.0,23, , 
40521, ,, , , 
40522, ,, , , 
40523, ,, , , 
40524,10,2.0,10, , 
40525, ,, , , 
40526, ,, , , 
40527, ,, , , 
40528, ,, , , 
40529, ,, , , 
40530, ,, , , 
40531, ,, , , 
40532, ,, , , 
40533, ,, , , 
40534, ,, , , 
40535, ,, , , 
40536,12,1.0,16,18,19
40537, ,, , , 
40538, ,, , , 
40539, ,, , , 
40540,20,2.0,20, , 
40541, ,, , , 
40542, ,, , , 
40543,16,1.0,16, , 
40544,20,2.0, , , 
40545, ,, , , 
40546,21,1.0,21, , 
40547, ,, , , 
40548, ,, , , 
40549,19,2.0,19, , 
40550, ,, , , 
40551,20,1.0, , , 
40552, ,, , , 
40553, ,, , , 
40554,17,1.0,18,17,17
40555,8,1.0,8,29,30
40556, ,, , , 
40557, ,, , , 
40558, ,, , , 
40559,20,2.0, , , 
40560,25,1.0,25,64,65
40561, ,, , , 
40562, ,, , , 
40563, ,, , , 
40564,16,1.0,21, , 
40565,16,1.0,16, , 
40566,12,1.0,19,57,58
40567, ,, , , 
40568, ,, , , 
40569,15,1.0,30,60,60
40570, ,, , , 
40571, ,, , , 
40572, ,, , , 
40573, ,, , , 
40574, ,, , , 
40575, ,, , , 
40576,20,2.0, , , 
40577, ,, , , 
40578,22,1.0,22,46,47
40579, ,, , , 
40580,13,2.0,13, , 
40581,16,2.0,20,24,30
40582, ,, , , 
40583, ,, , , 
40584, ,, , , 
40585, ,, , , 
40586,18,1.0,20, , 
40587,9,2.0,22, , 
40588, ,, , , 
40589, ,, , , 
40590, ,, , , 
40591,12,1.0,18,51,52
40592, ,, , , 
40593,17,1.0, ,25,26
40594,20,1.0,20, , 
40595, ,, , , 
40596, ,, , , 
40597, ,, , , 
40598, ,, , , 
40599, ,, ,32,33
40600, ,, , , 
40601, ,, , , 
40602, ,, , , 
40603, ,, , , 
40604, ,, , , 
40605,11,1.0,14,53,54
40606, ,, , , 
40607, ,, , , 
40608, ,, , , 
40609, ,, , , 
40610,15,1.0,18,57,58
40611, ,, , , 
40612, ,, , , 
40613, ,, , , 
40614, ,, , , 
40615,28,1.0,28, , 
40616, ,, , , 
40617,18,1.0, , , 
40618, ,, , , 
40619, ,, , , 
40620,16,2.0, , , 
40621,14,1.0,20,69,69
40622,16,2.0, , , 
40623, ,, , , 
40624, ,, , , 
40625,15,2.0,16, , 
40626,15,1.0,16, , 
40627,11,1.0,11,11,11
40628, ,, , , 
40629, ,, , , 
40630,13,1.0,19, , 
40631, ,, , , 
40632, ,, , , 
40633,18,1.0,42, , 
40634, ,, , , 
40635, ,, , , 
40636,18,2.0,18, , 
40637, ,, , , 
40638, ,, , , 
40639,14,2.0,14, , 
40640,9,1.0,14, , 
40641, ,, , , 
40642, ,, , , 
40643, ,, , , 
40644,17,1.0,19,30,30
40645, ,, , , 
40646,20,2.0, , , 
40647, ,, , , 
40648, ,, , , 
40649,18,2.0,19,24,70
40650, ,, , , 
40651, ,, , , 
40652, ,, , , 
40653, ,, , , 
40654, ,, , , 
40655, ,, , , 
40656, ,, , , 
40657, ,, , , 
40658, ,, , , 
40659,12,1.0,16, , 
40660, ,, , , 
40661, ,, , , 
40662,19,1.0,21,34,34
40663, ,, , , 
40664, ,, , , 
40665, ,, , , 
40666, ,, , , 
40667, ,, , , 
40668, ,, , , 
40669,18,1.0,21, , 
40670,7,2.0,16, , 
40671, ,, , , 
40672,20,2.0, , , 
40673,17,1.0,17, , 
40674, ,, , , 
40675, ,, , , 
40676,25,1.0,25, , 
40677, ,, , , 
40678, ,, , , 
40679,10,2.0,17, , 
40680, ,, , , 
40681, ,, , , 
40682,18,2.0,20, , 
40683,12,1.0,12, , 
40684, ,, , , 
40685, ,, , , 
40686, ,, , , 
40687, ,, , , 
40688, ,, , , 
40689,12,1.0,18, , 
40690, ,, , , 
40691, ,, , , 
40692,15,1.0,25, , 
40693, ,, , , 
40694,22,1.0,44,42,42
40695, ,, , , 
40696, ,, , , 
40697, ,, , , 
40698, ,, , , 
40699,19,1.0,20, , 
40700, ,, , , 
40701, ,, , , 
40702, ,, , , 
40703,21,1.0, , , 
40704, ,, , , 
40705,11,2.0,16, , 
40706, ,, , , 
40707, ,, , , 
40708, ,, , , 
40709, ,, , , 
40710,8,1.0,17, , 
40711, ,, , , 
40712, ,, , , 
40713, ,, , , 
40714,16,2.0,21, , 
40715,16,2.0,19, , 
40716, ,, , , 
40717, ,, , , 
40718, ,, , , 
40719, ,, , , 
40720,18,2.0,19, , 
40721, ,, , , 
40722, ,, , , 
40723, ,, , , 
40724,9,2.0,16, , 
40725, ,, , , 
40726,22,2.0,30, , 
40727,19,1.0, ,32,32
40728,25,2.0,25, , 
40729,12,1.0,12,99,20
40730,99,2.0,99, , 
40731, ,, , , 
40732, ,, , , 
40733, ,, , , 
40734, ,, , , 
40735,17,1.0,28, , 
40736, ,, , , 
40737, ,, , , 
40738, ,, , , 
40739, ,, , , 
40740, ,, , , 
40741, ,, , , 
40742,28,1.0,32,38,44
40743, ,, , , 
40744, ,, , , 
40745,10,1.0,10,22,22
40746, ,, , , 
40747, ,, , , 
40748, ,, , , 
40749,16,2.0,18, , 
40750,11,1.0,15,17,21
40751, ,, , , 
40752,24,2.0,24,25,25
40753, ,, , , 
40754, ,, , , 
40755, ,, , , 
40756, ,, , , 
40757, ,, , , 
40758, ,, , , 
40759,14,2.0,18, , 
40760, ,, , , 
40761,20,1.0,99, , 
40762,9,2.0, , , 
40763, ,, , , 
40764, ,, , , 
40765,11,2.0, , , 
40766, ,, , , 
40767, ,, , , 
40768, ,, , , 
40769, ,, , , 
40770,20,1.0,20, , 
40771,16,1.0,17, , 
40772,28,2.0,28, , 
40773,23,1.0, , , 
40774, ,, , , 
40775, ,, , , 
40776, ,, , , 
40777,14,1.0,15, , 
40778, ,, , , 
40779, ,, , , 
40780,14,2.0,22, , 
40781,99,2.0,99, , 
40782, ,, , , 
40783, ,, , , 
40784, ,, , , 
40785,15,2.0,15, , 
40786,15,1.0,15, , 
40787, ,, , , 
40788,13,1.0,16, , 
40789, ,, , , 
40790,17,1.0,19,52,53
40791, ,, , , 
40792, ,, , , 
40793, ,, , , 
40794, ,, , , 
40795, ,, , , 
40796, ,, , , 
40797, ,, , , 
40798, ,, , , 
40799,15,1.0,16, , 
40800, ,, , , 
40801, ,, , , 
40802,21,2.0, , , 
40803, ,, , , 
40804, ,, , , 
40805, ,, , , 
40806,12,2.0,17, , 
40807,18,2.0,36,29,29
40808, ,, , , 
40809, ,, , , 
40810, ,, , , 
40811,14,1.0, ,31,32
40812,18,2.0, , , 
40813, ,, , , 
40814, ,, , , 
40815, ,, , , 
40816, ,, , , 
40817, ,, , , 
40818, ,, , , 
40819, ,, , , 
40820, ,, , , 
40821, ,, , , 
40822, ,, , , 
40823,7,2.0,18, , 
40824, ,, , , 
40825,13,2.0,14, , 
40826, ,, , , 
40827, ,, , , 
40828, ,, , , 
40829, ,, , , 
40830, ,, , , 
40831, ,, , , 
40832, ,, , , 
40833, ,, , , 
40834, ,, , , 
40835, ,, , , 
40836, ,, , , 
40837, ,, , , 
40838, ,, , , 
40839,17,2.0,17, , 
40840, ,, , , 
40841,18,2.0,20, , 
40842, ,, , , 
40843,16,2.0,20, , 
40844, ,, , , 
40845, ,, , , 
40846,25,1.0,25, , 
40847,14,1.0,14,51,52
40848, ,, , , 
40849, ,, ,24,24
40850, ,, , , 
40851,15,1.0,16,19,19
40852,18,1.0,18, , 
40853,16,2.0, , , 
40854,12,2.0, ,55,56
40855, ,, , , 
40856,20,1.0,20,63,64
40857, ,, , , 
40858, ,, , , 
40859, ,, , , 
40860, ,, , , 
40861,12,1.0,16,23,28
40862,15,2.0,18, , 
40863, ,, , , 
40864, ,, , , 
40865, ,, , , 
40866, ,, , , 
40867, ,, , , 
40868,15,2.0,15, , 
40869,23,2.0,23, , 
40870,13,1.0,13,35,36
40871, ,, , , 
40872,18,2.0,18, , 
40873, ,, , , 
40874, ,, , , 
40875,13,2.0,14,28,28
40876, ,, , , 
40877, ,, , , 
40878, ,, , , 
40879,15,1.0,15, , 
40880,16,1.0,16, , 
40881, ,, , , 
40882, ,, , , 
40883,12,1.0,13,22,22
40884, ,, , , 
40885, ,, , , 
40886, ,, , , 
40887,14,1.0,14, , 
40888,17,2.0,31,31,31
40889, ,, , , 
40890,18,2.0,18, , 
40891, ,, , , 
40892, ,, , , 
40893, ,, , , 
40894, ,, , , 
40895,17,2.0,20, , 
40896,16,1.0,16,35,36
40897,13,1.0,15,39,40
40898,20,2.0, , , 
40899, ,, , , 
40900,15,2.0,15,15,15
40901,14,2.0,16, , 
40902,13,1.0,14, , 
40903, ,, , , 
40904, ,, , , 
40905, ,, , , 
40906, ,, , , 
40907, ,, , , 
40908, ,, , , 
40909, ,, , , 
40910, ,, , , 
40911,30,1.0,30, , 
40912,21,2.0,31, , 
40913, ,, , , 
40914,24,2.0, , , 
40915,18,1.0,18, , 
40916, ,, , , 
40917, ,, , , 
40918,18,1.0,18, , 
40919, ,, , , 
40920, ,, , , 
40921, ,, , , 
40922, ,, , , 
40923, ,, , , 
40924,16,1.0,28,48,49
40925,20,1.0,20, , 
40926,21,2.0,22, , 
40927, ,, , , 
40928,14,1.0,14,26,38
40929, ,, , , 
40930, ,, , , 
40931, ,, , , 
40932,18,2.0,18, , 
40933, ,, , , 
40934, ,, , , 
40935, ,, , , 
40936, ,, , , 
40937,14,1.0,18,19,20
40938, ,, , , 
40939,17,2.0,18, , 
40940, ,, , , 
40941, ,, , , 
40942, ,, , , 
40943, ,, , , 
40944,12,2.0,15, , 
40945, ,, , , 
40946,15,2.0,15,15,15
40947, ,, , , 
40948, ,, , , 
40949, ,, , , 
40950, ,, , , 
40951,18,1.0,18,43,44
40952, ,, , , 
40953,21,1.0,25,33,34
40954, ,, , , 
40955, ,, , , 
40956, ,, , , 
40957,16,2.0,45, , 
40958, ,, , , 
40959, ,, , , 
40960, ,, , , 
40961, ,, , , 
40962, ,, , , 
40963, ,, , , 
40964,9,1.0,16, , 
40965, ,, ,74,75
40966, ,, , , 
40967, ,, , , 
40968, ,, , , 
40969, ,, , , 
40970,12,2.0,18, , 
40971,30,1.0,30, , 
40972, ,, , , 
40973, ,, , , 
40974, ,, , , 
40975,13,2.0,14,16,16
40976, ,, , , 
40977, ,, , , 
40978, ,, , , 
40979, ,, , , 
40980,19,2.0,19,19,32
40981, ,, , , 
40982,21,2.0,32, , 
40983, ,, , , 
40984, ,, , , 
40985, ,, , , 
40986, ,, , , 
40987,25,2.0,25, , 
40988, ,, , , 
40989, ,, , , 
40990, ,, , , 
40991, ,, , , 
40992,12,1.0,19, , 
40993, ,, , , 
40994, ,, , , 
40995, ,, , , 
40996, ,, , , 
40997, ,, , , 
40998, ,, , , 
40999,24,2.0,24, , 
41000, ,, , , 
41001, ,, , , 
41002, ,, , , 
41003,8,2.0,8, , 
41004, ,, , , 
41005,10,1.0,14,45,46
41006, ,, , , 
41007,13,1.0,13,65,66
41008,43,1.0,43, , 
41009, ,, , , 
41010, ,, , , 
41011, ,, , , 
41012, ,, , , 
41013, ,, , , 
41014,17,1.0, , , 
41015, ,, , , 
41016, ,, , , 
41017,18,1.0,18, , 
41018, ,, , , 
41019, ,, , , 
41020,15,1.0,18,23,33
41021, ,, , , 
41022, ,, , , 
41023, ,, , , 
41024, ,, , , 
41025, ,, , , 
41026, ,, , , 
41027, ,, , , 
41028,19,2.0, , , 
41029, ,, , , 
41030,17,1.0, ,18,21
41031, ,, , , 
41032, ,, , , 
41033, ,, , , 
41034, ,, , , 
41035, ,, , , 
41036, ,, , , 
41037, ,, , , 
41038, ,, , , 
41039,12,2.0,12,25,39
41040, ,, , , 
41041, ,, , , 
41042, ,, , , 
41043, ,, , , 
41044,14,1.0,14,20,29
41045,20,1.0,30, , 
41046,16,2.0,18,60,60
41047,6,1.0,16,99,99
41048, ,, , , 
41049, ,, , , 
41050, ,, , , 
41051,13,2.0,15,25,25
41052, ,, , , 
41053, ,, , , 
41054,21,1.0,22,25,25
41055, ,, , , 
41056, ,, , , 
41057,21,2.0,22, , 
41058, ,, , , 
41059, ,, , , 
41060,14,1.0,16,20,20
41061,14,2.0,14, , 
