,S3AQ2A1,CHECK321,S3AQ51,S3AQ10D,S3AQ10GR
14886,14,1.0,16, , 
14887,21,2.0,21,28,28
14888, ,, , , 
14889,14,1.0,15, , 
14890, ,, , , 
14891,8,1.0,8,60,61
14892, ,, , , 
14893, ,, , , 
14894, ,, , , 
14895, ,, , , 
14896,18,2.0,21, , 
14897, ,, , , 
14898, ,, , , 
14899,13,1.0,13,68,69
14900,17,1.0,17, , 
14901, ,, , , 
14902, ,, , , 
14903,18,1.0,18,41,42
14904,5,1.0,5,99,99
14905,12,2.0,18,25,25
14906,16,1.0,16,49,50
14907,6,2.0,15, , 
14908,12,1.0,13,17,17
14909, ,, , , 
14910, ,, , , 
14911, ,, , , 
14912,13,1.0,20, , 
14913,15,2.0,15,30,30
14914, ,, , , 
14915, ,, , , 
14916,40,1.0,40,66,67
14917,17,1.0,18, , 
14918,15,2.0,16, , 
14919, ,, , , 
14920, ,, , , 
14921,17,2.0, , , 
14922,7,1.0,7, , 
14923, ,, , , 
14924, ,, , , 
14925,14,2.0,16, , 
14926, ,, , , 
14927, ,, , , 
14928,10,1.0,25, , 
14929, ,, , , 
14930,17,2.0,99, , 
14931, ,, , , 
14932, ,, , , 
14933, ,, , , 
14934, ,, , , 
14935,19,2.0,21, , 
14936, ,, , , 
14937, ,, , , 
14938,14,2.0, , , 
14939, ,, , , 
14940,16,1.0, , , 
14941,15,1.0,31, , 
14942, ,, , , 
14943, ,, , , 
14944, ,, , , 
14945, ,, , , 
14946, ,, , , 
14947, ,, , , 
14948, ,, , , 
14949, ,, , , 
14950, ,, , , 
14951,13,2.0,17, , 
14952,12,2.0,20, , 
14953, ,, , , 
14954, ,, , , 
14955, ,, , , 
14956,18,1.0,18, , 
14957, ,, , , 
14958,17,2.0,18, , 
14959,18,1.0,18,21,49
14960,15,1.0,44,43,44
14961,19,1.0,20,40,40
14962,6,1.0,9,16,16
14963, ,, , , 
14964, ,, , , 
14965,9,1.0,15,37,38
14966,18,2.0,18, , 
14967,21,1.0,21,31,32
14968, ,, , , 
14969,12,2.0,14,50,50
14970,16,2.0,16, , 
14971, ,, , , 
14972,14,1.0,15, , 
14973, ,, , , 
14974, ,, , , 
14975,11,2.0,11, , 
14976, ,, , , 
14977, ,, , , 
14978, ,, , , 
14979,16,1.0,16, , 
14980, ,, , , 
14981,13,2.0,13, , 
14982, ,, , , 
14983,16,1.0, , , 
14984, ,, , , 
14985, ,, , , 
14986,18,1.0,18,99,57
14987, ,, , , 
14988,14,1.0,15,25,25
14989, ,, , , 
14990,15,1.0,19,45,45
14991,18,2.0, , , 
14992, ,, , , 
14993, ,, , , 
14994, ,, , , 
14995, ,, , , 
14996,99,1.0,99,61,62
14997,15,2.0,16, , 
14998, ,, , , 
14999, ,, , , 
15000,18,2.0,18, , 
15001, ,, , , 
15002, ,, , , 
15003,10,2.0,18, , 
15004, ,, , , 
15005, ,, , , 
15006, ,, , , 
15007,10,2.0,22,33,33
15008,12,1.0,14,18,23
15009,13,2.0,19, , 
15010,14,1.0,17,31,32
15011, ,, , , 
15012,12,2.0,13,27,42
15013, ,, , , 
15014,15,2.0,15, , 
15015,20,2.0,20, , 
15016, ,, , , 
15017,17,1.0,18,22,22
15018, ,, , , 
15019,16,1.0, , , 
15020, ,, , , 
15021, ,, , , 
15022, ,, , , 
15023, ,, , , 
15024, ,, , , 
15025,12,1.0,16,18,18
15026,16,1.0,17, , 
15027, ,, , , 
15028, ,, , , 
15029, ,, , , 
15030, ,, , , 
15031, ,, , , 
15032,21,2.0,21, , 
15033,13,1.0,16,38,39
15034,11,1.0,11,18,18
15035,14,1.0,20,77,77
15036, ,, , , 
15037, ,, , , 
15038,18,1.0,18, , 
15039, ,, , , 
15040,14,1.0,14,99,99
15041, ,, , , 
15042, ,, , , 
15043, ,, , , 
15044,16,1.0,16,18,18
15045, ,, , , 
15046,15,1.0,17, , 
15047,14,2.0,23, , 
15048,12,2.0,16,70,70
15049,14,2.0,17, , 
15050, ,, , , 
15051,16,2.0,16, , 
15052, ,, , , 
15053,15,2.0, , , 
15054, ,, , , 
15055,11,2.0,11, , 
15056,18,2.0,26, , 
15057,17,2.0,17, , 
15058,20,1.0,56,65,65
15059,16,1.0,18,99,99
15060,16,2.0,21, , 
15061,14,2.0,16, , 
15062, ,, , , 
15063, ,, , , 
15064, ,, , , 
15065,17,1.0,17, , 
15066, ,, , , 
15067,10,1.0,13,35,35
15068,16,1.0, , , 
15069, ,, , , 
15070, ,, , , 
15071,22,1.0,22, , 
15072,9,1.0, , , 
15073,15,1.0,16,16,29
15074,20,1.0,20,23,25
15075, ,, , , 
15076, ,, , , 
15077, ,, , , 
15078,42,1.0,43, , 
15079, ,, , , 
15080,14,1.0,19,20,20
15081,17,1.0,25,34,35
15082,14,1.0,16, , 
15083, ,, , , 
15084,28,1.0,28, , 
15085, ,, , , 
15086, ,, , , 
15087, ,, , , 
15088, ,, , , 
15089,16,2.0, , , 
15090, ,, , , 
15091,18,1.0,18, , 
15092,20,2.0,22,30,35
15093,13,1.0,18, , 
15094,14,1.0,14,37,38
15095, ,, , , 
15096,13,1.0,15,99,99
15097, ,, , , 
15098, ,, , , 
15099,14,1.0,14,99,99
15100,16,1.0,16,21,22
15101, ,, , , 
15102, ,, , , 
15103, ,, , , 
15104, ,, , , 
15105, ,, , , 
15106, ,, , , 
15107, ,, , , 
15108,14,2.0,14, , 
15109, ,, , , 
15110,17,2.0,18, , 
15111,8,1.0,14,31,31
15112,12,1.0,14,99,31
15113,20,2.0,20, , 
15114, ,, , , 
15115, ,, , , 
15116,11,1.0,25, , 
15117, ,, , , 
15118,15,1.0,23, , 
15119,16,2.0,21,22,32
15120, ,, , , 
15121, ,, , , 
15122, ,, , , 
15123, ,, , , 
15124, ,, , , 
15125, ,, , , 
15126, ,, , , 
15127, ,, , , 
15128, ,, , , 
15129, ,, , , 
15130,18,2.0,18, , 
15131,12,2.0,14, , 
15132, ,, , , 
15133,15,2.0,19, , 
15134, ,, , , 
15135, ,, , , 
15136,17,2.0, , , 
15137, ,, , , 
15138,21,2.0,21, , 
15139, ,, , , 
15140, ,, , , 
15141, ,, , , 
15142, ,, , , 
15143, ,, , , 
15144,13,2.0, , , 
15145, ,, , , 
15146,12,1.0,16, , 
15147, ,, , , 
15148, ,, , , 
15149, ,, , , 
15150, ,, , , 
15151, ,, , , 
15152,17,2.0, , , 
15153,20,2.0,20, , 
15154,10,2.0,10, , 
15155, ,, , , 
15156, ,, , , 
15157,11,1.0,12,29,30
15158,15,2.0,15,20,20
15159, ,, , , 
15160, ,, , , 
15161, ,, , , 
15162,12,2.0,17, , 
15163,18,1.0,19,19,20
15164, ,, , , 
15165, ,, , , 
15166, ,, , , 
15167,15,2.0,99, , 
15168,18,1.0,18,26,27
15169, ,, , , 
15170, ,, , , 
15171,13,1.0,16,20,20
15172,18,1.0,19,26,26
15173, ,, , , 
15174, ,, , , 
15175, ,, , , 
15176,16,2.0,16, , 
15177,9,2.0,14, , 
15178, ,, , , 
15179,11,1.0,13,25,99
15180,16,2.0,16, , 
15181, ,, , , 
15182,13,1.0,19, , 
15183,15,2.0,26,28,28
15184, ,, , , 
15185, ,, , , 
15186, ,, , , 
15187, ,, , , 
15188,16,1.0,16, , 
15189,13,1.0,13, , 
15190, ,, , , 
15191,15,1.0,17,33,34
15192,17,2.0,19,35,39
15193,14,2.0,14, , 
15194,14,1.0,18,30,31
15195, ,, , , 
15196, ,, , , 
15197, ,, , , 
15198, ,, , , 
15199,19,2.0,19, , 
15200,16,2.0,25, , 
15201, ,, , , 
15202, ,, , , 
15203, ,, , , 
15204,18,1.0,46,50,51
15205, ,, , , 
15206,34,2.0,34, , 
15207, ,, , , 
15208,9,2.0,10,24,24
15209,14,2.0, ,30,30
15210,15,2.0,16, , 
15211,16,1.0,18, , 
15212, ,, , , 
15213, ,, , , 
15214, ,, , , 
15215, ,, , , 
15216,16,2.0,17,32,33
15217,17,1.0,17,23,24
15218, ,, , , 
15219, ,, , , 
15220, ,, , , 
15221, ,, , , 
15222, ,, , , 
15223,9,2.0,11,26,26
15224, ,, , , 
15225,16,2.0, , , 
15226, ,, , , 
15227, ,, , , 
15228,15,2.0,18, , 
15229, ,, , , 
15230,10,1.0,13,20,20
15231, ,, , , 
15232,16,2.0,17, , 
15233, ,, , , 
15234, ,, , , 
15235,12,1.0,14,41,42
15236,20,1.0,20,38,39
15237, ,, , , 
15238, ,, , , 
15239,18,1.0,27, , 
15240,16,1.0,16, , 
15241, ,, , , 
15242,20,1.0,20,22,22
15243, ,, , , 
15244,11,1.0,18,53,54
15245, ,, , , 
15246,17,1.0,17,40,40
15247, ,, , , 
15248, ,, , , 
15249,15,1.0, , , 
15250,13,1.0,13,34,35
15251,16,2.0,16, , 
15252, ,, , , 
15253,25,1.0,25,65,65
15254, ,, , , 
15255, ,, , , 
15256, ,, , , 
15257, ,, , , 
15258, ,, , , 
15259, ,, , , 
15260,17,1.0,17, , 
15261,19,1.0,20, , 
15262, ,, , , 
15263,17,2.0,45, , 
15264, ,, ,37,38
15265, ,, , , 
15266,19,1.0,19,52,53
15267,16,2.0,16, , 
15268, ,, , , 
15269, ,, , , 
15270,15,1.0,18, , 
15271, ,, , , 
15272, ,, , , 
15273, ,, , , 
15274, ,, , , 
15275,14,1.0,17,18,18
15276,6,1.0,16,23,31
15277,15,2.0,99, , 
15278,15,2.0,18, , 
15279,19,2.0,21, , 
15280,14,1.0,15,19,20
15281,16,1.0,17, , 
15282, ,, , , 
15283,18,1.0,18, , 
15284, ,, , , 
15285,9,2.0,12, , 
15286,19,1.0,21, , 
15287, ,, , , 
15288,17,1.0,17,30,31
15289, ,, , , 
15290, ,, ,38,39
15291, ,, , , 
15292, ,, , , 
15293, ,, , , 
15294,13,2.0,14, , 
15295,16,1.0,16,45,45
15296,18,2.0,18, , 
15297,11,1.0,11,25,36
15298, ,, , , 
15299, ,, , , 
15300,16,2.0,16, , 
15301,80,1.0, , , 
15302, ,, , , 
15303,18,2.0,18, , 
15304, ,, , , 
15305, ,, , , 
15306,16,1.0,16, , 
15307,13,1.0,19,46,47
15308, ,, , , 
15309, ,, , , 
15310, ,, , , 
15311, ,, , , 
15312,15,2.0,18, , 
15313, ,, , , 
15314,18,2.0,18, , 
15315,13,1.0,13,13,99
15316,21,1.0,21, , 
15317, ,, , , 
15318,15,2.0,17,19,19
15319, ,, , , 
15320,11,2.0,16, , 
15321, ,, , , 
15322,23,1.0,23, , 
15323, ,, , , 
15324,16,2.0,18, , 
15325, ,, , , 
15326, ,, , , 
15327, ,, , , 
15328, ,, , , 
15329,16,1.0,21,33,34
15330,12,1.0, ,17,99
15331,16,1.0,18, , 
15332, ,, , , 
15333, ,, , , 
15334,10,1.0,18,23,40
15335, ,, , , 
15336, ,, , , 
15337, ,, , , 
15338, ,, , , 
15339, ,, , , 
15340, ,, , , 
15341,14,2.0,19, , 
15342,16,2.0,16, , 
15343, ,, , , 
15344,16,1.0,18,21,21
15345,9,2.0,12, , 
15346,18,1.0,22,24,26
15347, ,, , , 
15348,12,1.0,12,40,41
15349, ,, , , 
15350, ,, , , 
15351,16,2.0,16,17,17
15352, ,, , , 
15353,19,2.0,19, , 
15354,14,1.0,24,37,38
15355, ,, , , 
15356, ,, , , 
15357,18,2.0,20, , 
15358,16,2.0,16,41,41
15359, ,, , , 
15360, ,, , , 
15361, ,, , , 
15362, ,, , , 
15363, ,, , , 
15364, ,, , , 
15365, ,, , , 
15366,16,2.0,21, , 
15367, ,, , , 
15368,15,1.0,35,35,39
15369, ,, , , 
15370, ,, , , 
15371, ,, , , 
15372, ,, , , 
15373, ,, , , 
15374, ,, , , 
15375,16,2.0,20, , 
15376,15,1.0,15,17,53
15377, ,, , , 
15378,15,1.0,17,20,21
15379,9,1.0,12,19,20
15380, ,, , , 
15381,14,2.0,14, , 
15382, ,, , , 
15383,17,1.0,17, , 
15384,13,1.0,14, , 
15385,15,2.0,16,29,29
15386, ,, , , 
15387, ,, , , 
15388, ,, , , 
15389,18,1.0, , , 
15390,17,2.0, ,21,21
15391,16,1.0,18,99,99
15392, ,, , , 
15393, ,, , , 
15394, ,, , , 
15395,12,1.0,17,36,37
15396,18,2.0,23, , 
15397, ,, , , 
15398, ,, , , 
15399, ,, , , 
15400,20,1.0,22, , 
15401,16,2.0,16, , 
15402, ,, , , 
15403, ,, , , 
15404,17,1.0, , , 
15405, ,, , , 
15406, ,, , , 
15407,23,1.0,24, , 
15408, ,, , , 
15409,16,2.0,16, , 
15410,25,1.0,25, , 
15411, ,, , , 
15412, ,, ,33,34
15413,18,1.0,18, , 
15414, ,, , , 
15415,15,1.0,15,34,35
15416,16,1.0,29, , 
15417, ,, , , 
15418, ,, , , 
15419,14,2.0, , , 
15420,15,1.0,15, , 
15421, ,, , , 
15422, ,, ,15,28
15423,20,1.0, , , 
15424, ,, , , 
15425, ,, , , 
15426,13,1.0,13,52,52
15427,12,2.0,17, , 
15428, ,, , , 
15429,16,2.0,16, , 
15430, ,, , , 
15431, ,, , , 
15432, ,, , , 
15433,18,2.0,18, , 
15434, ,, , , 
15435,13,1.0,13,25,25
15436, ,, , , 
15437, ,, , , 
15438,17,1.0,20, , 
15439,17,1.0,17,29,30
15440, ,, , , 
15441, ,, , , 
15442,13,2.0,23, , 
15443, ,, , , 
15444, ,, , , 
15445, ,, , , 
15446, ,, , , 
15447, ,, , , 
15448,10,2.0,15,16,16
15449, ,, , , 
15450,16,2.0,16, , 
15451,17,2.0,18, , 
15452,19,2.0,23,23,35
15453,12,2.0,14,99,99
15454, ,, , , 
15455,13,2.0,16, , 
15456,15,1.0,18,25,25
15457, ,, , , 
15458, ,, , , 
15459,16,2.0,25,25,25
15460,17,2.0,17,35,35
15461,18,1.0,22,25,29
15462,15,1.0,17,19,50
15463, ,, , , 
15464,20,1.0,20, , 
15465, ,, , , 
15466,13,1.0,13,15,15
15467, ,, , , 
15468, ,, , , 
15469, ,, , , 
15470,15,2.0,30, , 
15471, ,, , , 
15472, ,, , , 
15473, ,, , , 
15474, ,, , , 
15475,18,2.0, , , 
15476,17,2.0,17,34,34
15477, ,, , , 
15478, ,, , , 
15479,16,1.0,16,28,29
15480,10,2.0,16, , 
15481, ,, , , 
15482, ,, , , 
15483,17,1.0, ,21,25
15484, ,, , , 
15485,13,2.0,16,35,35
15486,17,1.0,20, , 
15487,16,2.0,18, , 
15488, ,, , , 
15489,16,1.0,18,30,30
15490,10,2.0,20, , 
15491, ,, , , 
15492, ,, , , 
15493, ,, , , 
15494,14,1.0,20,45,45
15495,20,1.0,20,41,42
15496, ,, , , 
15497,12,2.0,17,25,60
15498, ,, , , 
15499,14,2.0,19, , 
15500,35,1.0, , , 
15501, ,, , , 
15502,10,1.0,13,39,40
15503, ,, , , 
15504, ,, ,99,99
15505,17,1.0,17, , 
15506, ,, , , 
15507,24,1.0,25,69,70
15508,17,2.0,20, , 
15509,14,1.0,14, , 
15510,22,1.0,22,99,99
15511, ,, , , 
15512,20,1.0,20, , 
15513, ,, , , 
15514,21,1.0,23,43,44
15515, ,, , , 
15516,14,2.0, , , 
15517, ,, , , 
15518,20,1.0,20, , 
15519,18,2.0,18, , 
15520, ,, , , 
15521,18,1.0,18,36,37
15522,6,2.0,17, , 
15523,16,1.0,17,99,41
15524, ,, , , 
15525,16,1.0,18, , 
15526,12,1.0,14, , 
15527, ,, , , 
15528,14,2.0,16, , 
15529, ,, , , 
15530, ,, , , 
15531, ,, , , 
15532,14,1.0,15,35,36
15533,18,2.0,18, , 
15534, ,, , , 
15535, ,, , , 
15536, ,, , , 
15537,14,1.0,14, , 
15538,15,2.0,20, , 
15539,13,1.0,17,30,30
15540,15,2.0,21, , 
15541, ,, , , 
15542, ,, , , 
15543,19,2.0,19, , 
15544,15,1.0,17,64,65
15545,13,2.0,17,99,99
15546, ,, , , 
15547, ,, , , 
15548, ,, , , 
15549,10,1.0,10,39,40
15550, ,, , , 
15551,15,2.0,15, , 
15552,12,1.0,30, , 
15553, ,, , , 
15554, ,, , , 
15555,13,1.0,16,40,40
15556,18,2.0,18, , 
15557, ,, , , 
15558, ,, , , 
15559, ,, , , 
15560, ,, , , 
15561,17,2.0,17, , 
15562, ,, , , 
15563, ,, , , 
15564, ,, , , 
15565, ,, , , 
15566,27,2.0,27, , 
15567, ,, , , 
15568, ,, , , 
15569,17,1.0,99, , 
15570,25,1.0,25, , 
15571, ,, , , 
15572,15,1.0,16, , 
15573,26,2.0,26, , 
15574, ,, , , 
15575, ,, , , 
15576,25,1.0,25,25,25
15577, ,, , , 
15578, ,, , , 
15579,17,2.0,18, , 
15580, ,, , , 
15581, ,, , , 
15582, ,, , , 
15583,14,1.0,15,16,16
15584,14,1.0,18,18,19
15585,14,1.0,18, , 
15586, ,, , , 
15587, ,, , , 
15588, ,, , , 
15589, ,, , , 
15590,17,2.0,18, , 
15591, ,, , , 
15592, ,, , , 
15593,13,1.0,19,22,22
15594, ,, , , 
15595, ,, , , 
15596, ,, , , 
15597,19,2.0,19, , 
15598, ,, , , 
15599, ,, , , 
15600,9,1.0,15,17,43
15601,16,2.0,21, , 
15602, ,, , , 
15603,23,1.0,23,42,43
15604, ,, , , 
15605, ,, , , 
15606,16,1.0,20,26,27
15607, ,, , , 
15608,21,2.0,25, , 
15609, ,, , , 
15610,18,1.0,25, , 
15611,17,1.0,18,26,27
15612,15,1.0,16,18,18
15613, ,, , , 
15614,11,1.0,17,44,45
15615,23,1.0,70, , 
15616, ,, , , 
15617, ,, , , 
15618, ,, , , 
15619, ,, , , 
15620,20,2.0,25, , 
15621,15,2.0,18, , 
15622,24,2.0,24, , 
15623, ,, , , 
15624,17,1.0,17,18,18
15625,22,1.0,25,32,33
15626,15,1.0,15,30,30
15627,17,1.0,19, , 
15628,16,1.0,16,51,52
15629,21,1.0,23, , 
15630, ,, , , 
15631, ,, , , 
15632, ,, , , 
15633, ,, , , 
15634, ,, , , 
15635,9,1.0,9,9,9
15636, ,, , , 
15637, ,, , , 
15638, ,, , , 
15639,18,2.0,18, , 
15640, ,, , , 
15641, ,, , , 
15642, ,, , , 
15643, ,, , , 
15644, ,, , , 
15645, ,, , , 
15646, ,, , , 
15647,19,1.0,19, , 
15648,13,1.0,15,18,22
15649, ,, , , 
15650, ,, , , 
15651,22,2.0,22, , 
15652,32,1.0,32, , 
15653,15,1.0,16, , 
15654, ,, , , 
15655, ,, , , 
15656,17,1.0, , , 
15657,5,1.0,15,66,67
15658, ,, , , 
15659,14,2.0,14, , 
15660,15,1.0,15, , 
15661,16,2.0,19, , 
15662,17,1.0,18,54,55
15663, ,, , , 
15664, ,, , , 
15665, ,, , , 
15666, ,, , , 
15667, ,, , , 
15668, ,, , , 
15669,16,1.0,18,30,30
15670, ,, , , 
15671,16,2.0,17, , 
15672, ,, , , 
15673, ,, , , 
15674, ,, , , 
15675, ,, , , 
15676, ,, , , 
15677, ,, , , 
15678,13,1.0,13, , 
15679,17,2.0,21, , 
15680, ,, , , 
15681,16,2.0,16, , 
15682,18,1.0, , , 
15683, ,, , , 
15684, ,, , , 
15685,16,2.0,21, , 
15686, ,, , , 
15687, ,, , , 
15688,15,1.0,17, , 
15689,14,1.0,14, , 
15690, ,, , , 
15691, ,, , , 
15692, ,, , , 
15693, ,, , , 
15694, ,, , , 
15695,18,2.0,21, , 
15696,10,1.0,10,52,52
15697,16,2.0,16, , 
15698,18,2.0,18, , 
15699, ,, ,18,20
15700, ,, , , 
15701, ,, , , 
15702, ,, , , 
15703, ,, , , 
15704, ,, , , 
15705, ,, , , 
15706,17,1.0,17, , 
15707,12,2.0, , , 
15708,26,1.0,26,30,30
15709,14,1.0,14,39,40
15710, ,, , , 
15711,12,1.0,16, , 
15712, ,, , , 
15713, ,, , , 
15714, ,, , , 
15715, ,, , , 
15716,15,1.0,18,59,60
15717,14,1.0,16,87,88
15718,15,2.0,16, , 
15719, ,, , , 
15720, ,, , , 
15721, ,, , , 
15722, ,, , , 
15723,18,2.0,24, , 
15724, ,, , , 
15725, ,, , , 
15726, ,, , , 
15727, ,, , , 
15728,19,2.0,22, , 
15729, ,, , , 
15730,16,2.0, , , 
15731,12,1.0,16,15,15
15732, ,, , , 
15733, ,, , , 
15734, ,, , , 
15735, ,, , , 
15736,18,2.0,18, , 
15737, ,, , , 
15738,20,2.0,20, , 
15739, ,, , , 
15740, ,, , , 
15741, ,, , , 
15742,18,1.0,18, , 
15743, ,, , , 
15744, ,, , , 
15745,13,1.0,13,13,13
15746,17,1.0,18, , 
15747, ,, , , 
15748,99,1.0,21,99,99
15749, ,, , , 
15750, ,, , , 
15751, ,, , , 
15752, ,, , , 
15753, ,, , , 
15754, ,, , , 
15755,11,1.0,16,17,17
15756,16,1.0,16,22,22
15757, ,, , , 
15758, ,, , , 
15759,16,2.0,18, , 
15760, ,, , , 
15761,18,2.0,18,53,53
15762,13,1.0,13,26,26
15763,16,1.0,17, , 
15764, ,, , , 
15765, ,, , , 
15766,24,1.0,24,54,55
15767,16,1.0,18,20,34
15768, ,, , , 
15769, ,, , , 
15770, ,, , , 
15771, ,, , , 
15772,13,2.0,17, , 
15773, ,, , , 
15774,13,1.0,17, , 
15775, ,, , , 
15776, ,, , , 
15777,45,2.0,45,99,64
15778,15,2.0,15, , 
15779,10,1.0,15,18,24
15780,14,1.0,14, , 
15781,16,1.0,18, , 
15782,10,1.0,16, , 
15783, ,, , , 
15784,20,2.0,20, , 
15785,22,1.0,22,21,23
15786,14,2.0,16, , 
15787, ,, , , 
15788,17,2.0,17, , 
15789, ,, , , 
15790, ,, , , 
15791, ,, , , 
15792,9,2.0,20, , 
15793, ,, , , 
15794, ,, , , 
15795, ,, , , 
15796,14,1.0, , , 
15797,19,2.0,19, , 
15798, ,, , , 
15799, ,, , , 
15800, ,, , , 
15801,14,2.0,14, , 
15802,16,2.0,21, , 
15803,13,1.0,13,14,30
15804,13,1.0,14,16,16
15805, ,, , , 
15806, ,, , , 
15807,14,1.0,15, , 
15808,18,2.0,20, , 
15809,21,1.0,21, , 
15810, ,, , , 
15811, ,, , , 
15812,19,2.0,19,19,19
15813, ,, , , 
15814,12,1.0,12,35,35
15815,21,1.0,25, , 
15816, ,, , , 
15817,16,1.0,16, , 
15818, ,, , , 
15819, ,, , , 
15820, ,, , , 
15821,15,1.0,15,20,20
15822, ,, , , 
15823, ,, , , 
15824,21,2.0,30, , 
15825,19,1.0,20,41,42
15826,12,1.0,16, , 
15827, ,, , , 
15828, ,, , , 
15829, ,, , , 
15830,15,1.0,15,18,24
15831, ,, , , 
15832, ,, , , 
15833, ,, , , 
15834,16,1.0,16,44,45
15835,14,1.0,14,54,54
15836,21,2.0,22, , 
15837, ,, , , 
15838,6,1.0,6, , 
15839, ,, , , 
15840, ,, , , 
15841,40,2.0,42, , 
15842,15,2.0,15, , 
15843, ,, , , 
15844, ,, , , 
15845, ,, , , 
15846, ,, , , 
15847, ,, , , 
15848,11,2.0,11, , 
15849, ,, , , 
15850, ,, , , 
15851,6,1.0,6,62,63
15852, ,, , , 
15853, ,, , , 
15854,21,2.0,21, , 
15855, ,, , , 
15856,16,1.0,16,16,16
15857,18,1.0,20,21,21
15858, ,, , , 
15859,18,1.0,18, , 
15860,17,2.0, , , 
15861, ,, , , 
15862,10,2.0,15, , 
15863, ,, , , 
15864, ,, , , 
15865,10,1.0, , , 
15866, ,, , , 
15867, ,, , , 
15868,16,1.0,16,19,20
15869,20,1.0,22, , 
15870,14,2.0, ,47,48
15871, ,, , , 
15872, ,, , , 
15873,16,1.0,25, , 
15874, ,, , , 
15875, ,, , , 
15876, ,, , , 
15877, ,, , , 
15878,15,2.0,24, , 
15879, ,, , , 
15880,15,1.0,15,53,54
15881,16,2.0,21, , 
15882, ,, , , 
15883, ,, , , 
15884,18,2.0,19, , 
15885,15,1.0,18,24,25
15886,15,2.0,15, , 
15887,13,2.0,13, , 
15888, ,, , , 
15889,11,1.0,11,46,46
15890,26,1.0,30,53,54
15891, ,, , , 
15892,14,2.0,16, , 
15893,13,1.0,18, , 
15894,20,2.0, , , 
15895,16,1.0,16, , 
15896, ,, , , 
15897, ,, , , 
15898,21,1.0,21, , 
15899,15,2.0,15, , 
15900,21,1.0,21,68,68
15901,17,1.0,17,17,17
15902, ,, , , 
15903, ,, , , 
15904, ,, , , 
15905, ,, , , 
15906,13,1.0,17,99,99
15907, ,, , , 
15908, ,, , , 
15909, ,, , , 
15910,7,1.0,16,19,19
15911, ,, , , 
15912,16,1.0,23,33,34
15913, ,, , , 
15914,12,2.0,12, , 
15915, ,, , , 
15916, ,, , , 
15917,16,1.0,18, , 
15918,20,1.0,21, , 
15919, ,, , , 
15920, ,, , , 
15921,15,1.0,20,37,38
15922, ,, , , 
15923, ,, , , 
15924, ,, , , 
15925, ,, , , 
15926, ,, , , 
15927,22,1.0,23,40,53
15928, ,, , , 
15929, ,, , , 
15930, ,, , , 
15931,14,1.0,15,35,36
15932,50,2.0, , , 
15933, ,, , , 
15934,12,2.0,12, , 
15935, ,, , , 
15936, ,, , , 
15937,18,1.0,21, , 
15938, ,, , , 
15939, ,, , , 
15940,16,1.0,17, , 
15941, ,, , , 
15942, ,, , , 
15943, ,, , , 
15944, ,, , , 
15945,12,2.0,18, , 
15946,26,2.0,26, , 
15947,10,1.0,10,18,19
15948,7,1.0,14,27,28
15949, ,, , , 
15950, ,, , , 
15951,16,2.0,18, , 
15952,19,1.0,19,41,42
15953, ,, , , 
15954, ,, , , 
15955, ,, , , 
15956,20,2.0,20,24,24
15957, ,, , , 
15958,14,2.0,16, , 
15959, ,, , , 
15960,17,1.0, , , 
15961,18,1.0, , , 
15962, ,, , , 
15963, ,, , , 
15964, ,, , , 
15965,12,2.0,15, , 
15966,13,2.0,15, , 
15967,12,2.0,18, , 
15968,20,2.0,20,26,26
15969, ,, , , 
15970,18,2.0,18, , 
15971, ,, , , 
15972,18,2.0,19, , 
15973,13,1.0,13,39,40
15974,16,2.0,19, , 
15975,17,1.0,29,53,53
15976, ,, , , 
15977, ,, , , 
15978, ,, , , 
15979, ,, , , 
15980, ,, , , 
15981,99,2.0, , , 
15982,30,1.0,30,45,45
15983,28,2.0,28, , 
15984, ,, , , 
15985,14,1.0,14,17,18
15986, ,, , , 
15987,12,1.0,18, , 
15988, ,, , , 
15989,13,2.0,15, , 
15990, ,, , , 
15991, ,, , , 
15992, ,, , , 
15993, ,, , , 
15994, ,, , , 
15995,16,2.0,18, , 
15996, ,, , , 
15997, ,, , , 
15998, ,, , , 
15999,16,2.0,20, , 
16000,16,2.0,19, , 
16001, ,, , , 
16002, ,, , , 
16003, ,, , , 
16004, ,, , , 
16005,20,2.0,20, , 
16006, ,, , , 
16007, ,, , , 
16008, ,, , , 
16009,21,1.0,21,25,34
16010,18,2.0,20, , 
16011,18,2.0,21,30,30
16012, ,, , , 
16013, ,, , , 
16014, ,, , , 
16015, ,, , , 
16016,16,1.0,18,25,35
16017, ,, , , 
16018,16,1.0,23,33,33
16019,17,1.0,17, , 
16020, ,, , , 
16021, ,, , , 
16022, ,, , , 
16023,8,2.0,99, , 
16024,25,2.0,35, , 
16025,14,1.0,15, , 
16026, ,, , , 
16027, ,, , , 
16028,99,2.0,16, , 
16029,20,2.0, , , 
16030, ,, , , 
16031, ,, , , 
16032,13,1.0,18,30,40
16033, ,, , , 
16034, ,, , , 
16035,16,1.0,16,17,17
16036, ,, , , 
16037, ,, , , 
16038,18,1.0,23,35,52
16039, ,, , , 
16040, ,, , , 
16041, ,, , , 
16042, ,, , , 
16043, ,, , , 
16044, ,, , , 
16045,12,1.0,14, , 
16046,9,1.0,23, , 
16047, ,, , , 
16048, ,, , , 
16049, ,, , , 
16050,17,2.0,17, , 
16051, ,, , , 
16052,18,1.0,18, , 
